TYPE,SOURCE,ASSET CLASS,TENOR,OWNER,RISK CENTRE,BASE CCY,QUOTE CCY,BID,OFFER,CATEGORY,,
FX,2,FXFWD,3M,,SIMU,NZD,USD,0.019188,0.020018,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006645,-0.006465,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.092768,0.09473,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046316,0.048565,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005066,-0.004985,Market,0,A
MM,2,INTEREST,3M,,SIMU,CHF,,2.71,2.79,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.187,-0.175,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.636023,6.637199,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014122,-0.013651,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.151467,0.151467,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.901,0.90135,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.099114,0.103927,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.5884,1.5885,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000113,0.000115,Market,0,A
FX,2,FXSPOT,SP,,SIMU,NZD,USD,0.747605,0.749058,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014464,-0.0144,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.7771,4.7776,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.134364,0.137287,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128832,0.135088,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.124,3.204,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025538,-0.024575,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029179,-0.029053,Market,0,A
FX,2,FXFWD,3W,,SIMU,EUR,DKK,0.007374,0.009592,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,107.54,107.62,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040157,0.040857,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019927,-0.019207,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.80655,7.80655,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000115,-0.000113,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4079,1.4079,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.092306,0.094842,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041582,-0.041226,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
MM,2,INTEREST,9M,,SIMU,GBP,,5.626,5.801,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000396,-0.000357,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.00072,-0.000649,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,NOK,9.0375,9.045,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001045,-0.000941,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002404,-0.002166,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003515,-0.003167,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004939,-0.00445,Market,0,A
MM,2,INTEREST,6M,,SIMU,USD,,2.65,2.75,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5527,-0.5326,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002764,0.002898,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003445,-0.003379,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001195,-0.001098,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004779,-0.004394,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009425,-0.008665,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.90135,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.01407,-0.012936,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023839,-0.021917,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033608,-0.030898,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040294,-0.037045,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001924,-0.001863,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.2443,5.2492,Market,0,A
MM,2,INTEREST,1Y,,SIMU,GBP,,5.47,5.68,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4595,1.4598,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054457,-0.053867,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.009052,-0.008942,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,1.068287,1.068493,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4934,1.494,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1611,-1.1111,Market,0,A
MM,2,INTEREST,ON,,SIMU,GBP,,5.152,5.265,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0643,1.0643,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.0005,-0.000399,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.001999,-0.001597,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.003999,-0.003194,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.005998,-0.004791,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011458,-0.009151,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015647,-0.012497,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.02064,-0.016485,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006678,-0.006496,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007772,0.008069,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.90145,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016527,-0.001633,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005037,-0.004957,Market,0,A
MM,2,INTEREST,TN,,SIMU,CHF,,1.852,2.052,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012366,0.012967,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8995,0.9004,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.175218,0.179085,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014191,-0.013718,Market,0,A
FX,2,FXFWD,3M,,SIMU,NZD,USD,0.019186,0.020016,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014382,-0.014319,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7444,-1.6817,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.02354,0.024235,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4934,1.4938,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025663,-0.024696,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029014,-0.028889,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024222,-0.023953,Market,0,A
MM,2,INTEREST,1Y,,SIMU,USD,,2.78,2.88,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024408,0.025593,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000116,0.000146,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000414,0.000521,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000724,0.000912,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000941,0.001184,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000986,0.001241,Market,0,A
MM,2,INTEREST,1Y,,SIMU,GBP,,5.47,5.68,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90115,0.9015,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000769,0.000968,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000552,0.000694,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040153,0.040853,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015896,0.016422,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019883,-0.019164,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.031396,-0.031043,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3169,-2.2419,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,ZAR,0.746,0.786,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.05415,-0.053563,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.080435,0.081906,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046587,0.047876,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035483,0.037206,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,SEK,10.6825,10.69,Market,0,A
MM,2,INTEREST,1Y,,SIMU,USD,,2.778,2.878,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001919,-0.001859,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041643,-0.041286,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046708,0.047504,Market,0,A
FX,3,FXFWD,ON,,SIMU,USD,ZAR,0.003,0.0035,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.152236,0.152236,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000225,0.000229,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,107.79,107.83,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.652017,6.653197,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006663,-0.006482,Market,0,A
FX,2,FXFWD,2W,,SIMU,EUR,DKK,0.003516,0.005348,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069651,0.07157,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.706,2.821,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046557,0.048818,Market,0,A
FX,2,FXFWD,2W,,SIMU,EUR,SEK,0.000665,0.00111,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005045,-0.004964,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,ZAR,0.5985,0.6385,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093462,0.095439,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.099631,0.104469,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.41575,1.41575,Market,0,A
MM,2,INTEREST,1M,,SIMU,CHF,,2.351,2.561,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.01416,-0.013687,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000115,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.9015,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,ZAR,0.0028,0.0033,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014403,-0.01434,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.04028,0.040983,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.80675,7.80675,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.7928,4.795,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025606,-0.024641,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.129505,0.135793,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1875,-0.1755,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.134156,0.137074,Market,0,A
MM,2,INTEREST,6M,,SIMU,GBP,,5.79,5.93,Market,0,A
FX,3,FXFWD,SN,,SIMU,USD,ZAR,0.0028,0.0033,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.080691,0.082166,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.0147,-0.01318,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029057,-0.028931,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000115,-0.000112,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019868,-0.01915,Market,0,A
FX,3,FXSPOT,SP,,SIMU,USD,ZAR,6.7289,6.7765,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.193,3.242,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.092252,0.094788,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000395,-0.000356,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000718,-0.000647,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001042,-0.000939,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002397,-0.00216,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.90145,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003506,-0.003159,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004925,-0.004438,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002742,0.002875,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.00344,-0.003374,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001199,-0.001102,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004794,-0.004408,Market,0,A
MM,2,INTEREST,3M,,SIMU,GBP,,5.75,5.96,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0664,1.0664,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009455,-0.008692,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014115,-0.012977,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023915,-0.021986,Market,0,A
FX,2,FXFWD,TN,,SIMU,EUR,NOK,0.0479,0.0518,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033715,-0.030996,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040422,-0.037163,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5478,-0.5278,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.05423,-0.053642,Market,0,A
FX,2,FXFWD,1M,,SIMU,NZD,USD,0.006633,0.006804,Market,0,A
FX,3,FXFWD,ON,,SIMU,EUR,USD,0.000113,0.000124,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.009038,-0.008929,Market,0,A
MM,2,INTEREST,TN,,SIMU,USD,,3.156,3.236,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.2461,5.252,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041585,-0.041229,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.000497,-0.000397,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4934,1.4937,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.001988,-0.001588,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.003975,-0.003175,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.005963,-0.004763,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.81,2.01,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011391,-0.009098,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015555,-0.012424,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020519,-0.016388,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001918,-0.001858,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1584,-1.1085,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016503,-0.001631,Market,0,A
FX,2,FXSPOT,SP,,SIMU,NZD,USD,0.753786,0.755043,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012267,0.012863,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.9015,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060365,0.061452,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8689,0.8691,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005038,-0.004957,Market,0,A
MM,2,INTEREST,1Y,,SIMU,CHF,,2.884,2.976,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007741,0.008036,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006658,-0.006477,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014383,-0.01432,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.174373,0.178222,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7532,-1.6902,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024213,0.025388,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014149,-0.013677,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.9014,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024186,-0.023918,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000117,0.000147,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000417,0.000524,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000728,0.000917,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000946,0.001191,Market,0,A
MM,2,INTEREST,1M,,SIMU,USD,,2.766,2.9,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000992,0.001248,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000773,0.000973,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000555,0.000698,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.5953,1.5959,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023366,0.024056,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4935,1.4937,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.151499,0.151499,Market,0,A
MM,2,INTEREST,6M,,SIMU,GBP,,5.781,5.921,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029016,-0.028891,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.03135,-0.030998,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.04022,0.040922,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4817,1.4819,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025586,-0.024622,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,108.07,108.08,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054154,-0.053567,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035199,0.036908,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015921,0.016447,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.080571,0.082044,Market,0,A
FX,2,FXFWD,1W,,SIMU,EUR,DKK,0.002343,0.002633,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3067,-2.232,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.698,2.8205,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019822,-0.019106,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,USD,0.000056,0.000062,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000226,0.00023,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046538,0.047826,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041785,-0.041427,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.641189,6.643307,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046624,0.047418,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046185,0.048427,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4264,1.4264,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,GBP,-0.0016,0.00071,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001914,-0.001853,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005062,-0.004981,Market,0,A
MM,2,INTEREST,9M,,SIMU,GBP,,5.612,5.787,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.098834,0.103633,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.80655,7.80655,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060612,0.061703,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000113,0.000115,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.8256,4.8281,Market,0,A
MM,2,INTEREST,6M,,SIMU,USD,,2.634,2.764,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006642,-0.006462,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.01466,-0.01315,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,SEK,0.137418,0.182123,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014452,-0.014389,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,ZAR,0.599,0.639,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.092902,0.094867,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128468,0.134706,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0662,1.0662,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014116,-0.013645,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029155,-0.02903,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025528,-0.024566,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000115,-0.000113,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069315,0.071225,Market,0,A
MM,2,INTEREST,1Y,,SIMU,CHF,,2.872,2.968,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9011,0.9015,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054414,-0.053824,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1883,-0.1762,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000397,-0.000358,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000722,-0.000651,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001048,-0.000944,Market,0,A
MM,2,INTEREST,3M,,SIMU,GBP,,5.744,5.959,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002411,-0.002173,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003526,-0.003177,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004953,-0.004463,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,1.0788,1.078867,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,NOK,0.0473,0.0622,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002745,0.002878,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003452,-0.003386,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001195,-0.001099,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.00478,-0.004394,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009425,-0.008665,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014071,-0.012937,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023841,-0.021918,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.307,3.3071,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.03361,-0.0309,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040297,-0.037047,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.134278,0.137199,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,GBP,-0.00153,0.00077,Market,0,A
FX,3,FXSPOT,SP,,SIMU,USD,ZAR,6.7307,6.7783,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019885,-0.019166,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005031,-0.004951,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.00907,-0.00896,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5494,-0.5293,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.092252,0.094788,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.000501,-0.0004,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.002005,-0.001601,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.00401,-0.003203,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.771,2.871,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.006015,-0.004804,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011491,-0.009178,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4937,1.494,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015692,-0.012533,Market,0,A
